Couleurs,Liste de mots,Reponses,Temps de reponse,Iteration
green,Bleu,b,0.8094689846038818,1
red,Bleu,b,0.5227727890014648,2
blue,Rouge,b,0.6697158813476562,3
blue,Rouge,r,0.5522041320800781,4
green,Vert,v,0.42488980293273926,5
blue,Bleu,b,0.4484100341796875,6
red,Rouge,r,0.5702090263366699,7
red,Rouge,r,0.6533567905426025,8
blue,Bleu,b,0.6029760837554932,9
blue,Vert,v,0.3717000484466553,10
