Couleurs,Liste de mots,Reponses,Temps de reponse,Iteration
red,Vert,v,0.7520999908447266,1
green,Bleu,b,0.4605140686035156,2
blue,Rouge,r,0.6268198490142822,3
red,Bleu,b,0.5598418712615967,4
red,Vert,v,0.4802110195159912,5
blue,Vert,v,0.4077901840209961,6
blue,Bleu,b,0.5090999603271484,7
blue,Vert,v,0.4096081256866455,8
red,Rouge,r,0.6344389915466309,9
blue,Rouge,r,0.6442317962646484,10
