Couleurs,Liste de mots,Reponses,Temps de reponse,Iteration
Bleu,Vert,Vert,0.507404088973999,1
Bleu,Rouge,Rouge,0.5441019535064697,2
Vert,Rouge,Rouge,0.5626800060272217,3
Rouge,Rouge,Rouge,0.6318759918212891,4
Vert,Rouge,Rouge,0.5426819324493408,5
Vert,Bleu,Bleu,0.6736817359924316,6
Rouge,Vert,Vert,0.4928162097930908,7
Bleu,Vert,Vert,0.5138759613037109,8
Vert,Rouge,Rouge,0.5841889381408691,9
Bleu,Bleu,Bleu,0.4470448493957519,10
