Couleurs,Liste de mots,Reponses,Temps de reponse,Iteration
green,Rouge,r,0.5186090469360352,1
red,Vert,v,0.4075338840484619,2
blue,Vert,v,0.4402198791503906,3
blue,Rouge,r,0.5750730037689209,4
blue,Rouge,r,0.45166993141174316,5
green,Bleu,b,0.5225009918212891,6
green,Rouge,r,0.5063340663909912,7
green,Bleu,b,0.5625741481781006,8
green,Rouge,r,0.582489013671875,9
red,Vert,v,0.4249999523162842,10
