Couleurs,Liste de mots,Reponses,Temps de reponse,Iteration
blue,Rouge,r,0.834744930267334,1
red,Rouge,r,0.856360912322998,2
red,Vert,v,0.7151260375976562,3
green,Rouge,r,0.6759238243103027,4
green,Rouge,r,0.981497049331665,5
red,Vert,v,0.8417007923126221,6
green,Vert,v,0.7660562992095947,7
green,Bleu,b,0.7681739330291748,8
green,Bleu,b,0.5574100017547607,9
blue,Rouge,r,0.8273830413818359,10
