Couleurs,Liste de mots,Reponses,Temps de reponse,Iteration
blue,Bleu,b,0.517103910446167,1
red,Vert,v,0.4731919765472412,2
red,Vert,v,0.6518499851226807,3
blue,Bleu,b,0.5153748989105225,4
green,Vert,v,0.5455648899078369,5
green,Rouge,r,0.49745798110961914,6
red,Vert,v,0.5313558578491211,7
green,Rouge,r,0.5588102340698242,8
red,Rouge,r,0.5506341457366943,9
blue,Rouge,r,0.4933438301086426,10
