Couleurs,Liste de mots,Reponses,Temps de reponse,Iteration
green,Rouge,r,0.9617068767547607,1
green,Rouge,r,0.002112150192260742,2
blue,Bleu,v,0.003209352493286133,3
green,Vert,v,0.0008141994476318359,4
blue,Bleu,NA,1.0000219345092773,5
green,Rouge,v,0.0038051605224609375,6
red,Bleu,v,0.004033803939819336,7
green,Bleu,v,0.0027761459350585938,8
red,Vert,NA,1.0000059604644775,9
blue,Vert,NA,1.0000250339508057,10
