Couleurs,Liste de mots,Reponses,Temps de reponse,Iteration
Bleu,Bleu,,1.0000221729278564,1
Vert,Vert,Bleu,0.0014231204986572,2
Vert,Bleu,Vert,0.0008680820465087,3
Rouge,Vert,Bleu,0.0011911392211914,4
Bleu,Rouge,Vert,0.0006897449493408,5
Vert,Rouge,Rouge,0.0007359981536865,6
Vert,Vert,Bleu,0.0011448860168457,7
Vert,Rouge,Vert,0.0009760856628417,8
Bleu,Vert,Rouge,0.0009281635284423,9
Rouge,Rouge,Bleu,0.0009450912475585,10
