Couleurs,Liste de mots,Reponses,Temps de reponse,Iteration
red,Rouge,r,0.7262089252471924,1
red,Rouge,r,0.941605806350708,2
red,Vert,v,0.922476053237915,3
red,Bleu,NA,1.0000271797180176,4
green,Vert,b,0.0008640289306640625,5
red,Bleu,v,0.0009050369262695312,6
blue,Bleu,b,0.0012640953063964844,7
blue,Rouge,b,0.0010323524475097656,8
blue,Vert,NA,1.0000269412994385,9
blue,Bleu,v,0.0009961128234863281,10
