Couleurs,Liste de mots,Reponses,Temps de reponse,Iteration
red,Vert,v,0.40515565872192383,1
blue,Rouge,r,0.5215389728546143,2
blue,Vert,v,0.44982314109802246,3
blue,Rouge,r,0.5397751331329346,4
green,Vert,v,0.37831687927246094,5
red,Bleu,b,0.37332892417907715,6
blue,Vert,v,0.45969104766845703,7
green,Rouge,r,0.4303102493286133,8
blue,Bleu,b,0.47850894927978516,9
blue,Bleu,b,0.5353262424468994,10
