Couleurs,Liste de mots,Reponses,Temps de reponse,Iteration
blue,Vert,v,0.6808609962463379,1
red,Bleu,b,0.6214461326599121,2
red,Rouge,r,0.6864831447601318,3
green,Rouge,r,0.6212050914764404,4
red,Vert,v,0.606529951095581,5
red,Rouge,r,0.5542070865631104,6
blue,Vert,v,0.4626781940460205,7
red,Vert,v,0.48009705543518066,8
blue,Rouge,r,0.4473447799682617,9
green,Rouge,r,0.7982478141784668,10
