Couleurs,Liste de mots,Reponses,Temps de reponse,Iteration
red,Rouge,v,0.28070807456970215,1
blue,Rouge,b,0.002657175064086914,2
green,Vert,b,0.0030260086059570312,3
blue,Bleu,b,0.0022017955780029297,4
red,Bleu,b,0.002579212188720703,5
red,Vert,b,0.0028107166290283203,6
blue,Bleu,NA,1.0000193119049072,7
green,Vert,NA,1.000006914138794,8
blue,Rouge,NA,1.0000219345092773,9
red,Rouge,NA,1.0000200271606445,10
