Couleurs,Liste de mots,Reponses,Temps de reponse,Iteration
Vert,Rouge,,1.0000040531158447,1
Rouge,Bleu,Rouge,0.0008990764617919,2
Vert,Rouge,Bleu,0.0007209777832031,3
Rouge,Rouge,Rouge,0.0011830329895019,4
Rouge,Bleu,Rouge,0.001054048538208,5
Bleu,Vert,Bleu,0.0009932518005371,6
Rouge,Rouge,Vert,0.0005428791046142,7
Bleu,Bleu,Rouge,0.0011200904846191,8
Bleu,Rouge,Bleu,0.0010819435119628,9
Vert,Bleu,Rouge,0.0010910034179687,10
