Couleurs,Liste de mots,Reponses,Temps de reponse,Iteration
red,Vert,v,0.6842448711395264,1
red,Bleu,b,0.6349160671234131,2
green,Bleu,v,0.4603719711303711,3
red,Vert,v,0.5288279056549072,4
red,Bleu,b,0.3828761577606201,5
blue,Bleu,b,0.506227970123291,6
blue,Bleu,b,0.4695761203765869,7
blue,Vert,v,0.5759696960449219,8
blue,Rouge,r,0.43477892875671387,9
blue,Vert,v,0.48836803436279297,10
